timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.?,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2022-03-16T00:00:00Z,39367.14131304,41699.22336278,38955.29207743,40588.08491399,32222563417.83,39339.78287033,41640.22703162,38951.96407671,40616.59994509,13682162974.08,115366184,13682162974,1679849120,11048947998,5696237140
2022-03-15T00:00:00Z,39729.09736975,39871.54261219,38247.65710464,39303.87697798,32478514420.29,39709.82513716,39793.39837858,38240.74545431,39251.04710500,12322600351.75,84912123,12322600351,2580937865,11832058939,5658005139
2022-03-14T00:00:00Z,37829.66339365,39824.58451915,37677.32786071,39643.38940789,32500738824.25,37784.13660043,39778.37974625,37658.39226670,39619.89505787,12760654265.13,84025800,12760654265,1920067032,11868245145,5867746580
2022-03-13T00:00:00Z,38891.20039863,39286.90042502,37703.96301818,37875.56361318,22134812226.98,38883.86170703,39262.32616505,37711.59055245,37857.54490589,7891780771.69,67778268,7891780771,1386882580,8176530528,4611840078
2022-03-12T00:00:00Z,38809.26363820,39486.75711373,38752.24591687,38882.54642514,19302518794.35,38788.16761923,39459.69581693,38748.71570754,38865.90781230,6501799005.95,75836707,6501799005,1117562274,7294108920,4313211885
2022-03-11T00:00:00Z,39431.66290395,40184.91410346,38316.90733141,38785.54211608,36517579717.33,39421.63943791,40145.87383664,38297.13756021,38763.67884521,14905633932.97,104613639,14905633932,2348422670,13129539457,6029370016
2022-03-10T00:00:00Z,41810.13592839,41898.21134290,38608.39302815,39424.18607614,43728783528.31,41806.93496595,41879.22336343,38616.54937208,39421.88662036,17679139936.37,124867398,17679139936,2778390501,16929937237,6216448454
2022-03-09T00:00:00Z,38771.84851968,42355.92855638,38762.55601352,41798.74987820,45000608639.95,38746.59480560,42353.50937468,38746.59480560,41827.60415802,18260634517.73,143792061,18260634517,3009101520,16730728505,6856352034
2022-03-08T00:00:00Z,37937.12015934,39248.67096667,37866.29834070,38686.02720786,36947461516.04,37923.98420676,39211.84671444,37878.75004328,38651.19897766,14274212658.03,106055175,14274212658,2777541982,13644149177,6145502522
2022-03-07T00:00:00Z,38542.58482449,39834.54912474,37617.17707910,38404.56389649,38475982331.94,38540.41615021,39813.36123740,37626.87597827,38397.88849321,15339948422.26,98274368,15339948422,2912913080,14117014839,6007831621
2022-03-06T00:00:00Z,39261.24538803,39520.16788803,38104.05602677,38413.11441172,26090093677.35,39258.42800865,39488.21050818,38107.99737624,38404.06236385,9588332284.48,70930366,9588332284,1810043707,9333449404,5287337913
2022-03-05T00:00:00Z,38901.79045209,39236.30912300,38331.22740227,39052.78797608,21499234311.85,38895.46801070,39225.71480766,38341.58632151,39061.81856770,7624611643.31,67968535,7624611643,1371319657,8006510349,4428824125
2022-03-04T00:00:00Z,42494.74337755,42494.74337755,38803.54999252,39306.24310747,38449682819.91,42493.65039139,42493.65039139,38794.50318871,39293.41165234,16540122029.47,97321195,16540122029,2348667185,13389141950,6074430459
2022-03-03T00:00:00Z,43924.34210096,44148.85825430,42047.29010595,42620.64174384,33377268354.76,43927.24134702,44150.97305669,42069.41024747,42637.73866113,13607827024.64,87396016,13607827024,2536896440,12284539851,4860609021
2022-03-02T00:00:00Z,44347.27135858,45230.10006457,43411.32451895,43891.04996772,39425825327.74,44340.53578194,45228.92542503,43436.02589998,43896.58743681,16242393955.64,99166415,16242393955,2558950384,14985116768,5540197804
2022-03-01T00:00:00Z,43077.12097762,44853.72892614,42949.72579074,44421.42548250,43500975308.51,43056.99810374,44824.22098659,42955.13482281,44417.04105017,17767000405.24,121681346,17767000405,2581434450,16594853478,6436005627
2022-02-28T00:00:00Z,37993.50860513,44453.53506503,37993.50860513,43516.14437011,48533050515.47,37960.35141315,44429.61323260,37960.35141315,43497.32114759,21788174082.26,126429695,21788174082,2511714458,17794292135,6312440144
2022-02-27T00:00:00Z,39183.34573796,40058.47310694,37425.23030312,38111.24196132,30716441322.75,39180.07569802,40024.09670324,37434.64119337,38076.95894414,12447247786.34,92545730,12447247786,1627792044,11303409894,5245445867
2022-02-26T00:00:00Z,39300.43588103,40264.90051194,38764.86331616,39212.42565312,22345014849.97,39294.24181773,40245.72135229,38776.74370632,39211.57177762,8240285538.77,70827253,8240285538,1291100740,8264766470,4478034846
2022-02-25T00:00:00Z,38388.53806841,39642.17597151,38197.98289636,39213.84942388,35220640532.36,38390.17036584,39635.18954826,38216.21567279,39209.75754009,15108478033.48,100642939,15108478033,1985187180,12673349535,5352982842
2022-02-24T00:00:00Z,37313.24930016,39934.98575202,34782.26593317,38615.51550113,66815490516.64,37314.27975506,39862.33637481,34793.70146042,38609.47907942,30718477191.69,153030327,30718477191,3003449807,26091267446,6849265743
2022-02-23T00:00:00Z,38293.29048748,39181.25298852,37123.10705454,37330.68999271,30717408741.14,38287.83492191,39175.72369161,37162.43995597,37351.64228295,12590509134.34,106314144,12590509134,1912775744,11467322148,4640487569
2022-02-22T00:00:00Z,37088.98453004,38456.67696852,36515.42883026,38279.52301234,34730394040.18,37082.06303252,38451.54563234,36529.21241318,38284.63725959,14391935403.08,164450371,14391935403,2481425811,12624780492,5067801960
2022-02-21T00:00:00Z,38442.59531641,39424.51751770,36915.21169781,37117.52980800,40798281915.47,38436.78324682,39398.57419834,36924.10496839,37109.21921072,17697440724.06,147017617,17697440724,2418710013,15085102647,5450010912
2022-02-20T00:00:00Z,40115.84879022,40115.84879022,38113.50876388,38443.60820796,25161609584.66,40138.70797948,40138.70797948,38127.67325156,38435.25595090,9709209850.95,54529764,9709209850,1793751774,9471503535,4132614659
2022-02-19T00:00:00Z,40051.58923561,40436.13321735,39767.88822986,40126.18791113,18181694924.21,40040.69048546,40415.24206343,39801.76365563,40144.62529341,5973407410.40,101319577,5973407410,1433960380,7066629387,3606378167
2022-02-18T00:00:00Z,40582.96799617,40945.12883030,39582.60535669,40086.85449347,30661502069.52,40573.46385095,40930.97296540,39578.30441051,40083.38516057,12514949203.93,123910208,12514949203,2447275794,10952383400,4622983462
2022-02-17T00:00:00Z,43898.69527423,44030.21623902,40217.28603899,40595.78266026,34463279771.46,43903.24472897,44024.29666453,40213.43843471,40586.50633711,14263538817.55,129319741,14263538817,2759225843,12623504543,4687690824
2022-02-16T00:00:00Z,44579.43990081,44579.43990081,43404.29435779,43865.13989305,26158263886.41,44568.51504312,44568.51504312,43418.48044447,43872.97733963,10225075984.66,51320176,10225075984,2051718576,9441269686,4388879462
2022-02-15T00:00:00Z,42601.56823855,44694.89437546,42601.56823855,44516.52824416,30297782825.86,42578.78064216,44675.99903440,42578.78064216,44514.56839415,12448354536.03,63896626,12448354536,2308450696,10637059353,4840021612
2022-02-14T00:00:00Z,42123.70864999,42898.53459217,41720.98662129,42625.07600485,27545300044.33,42104.18992834,42871.01293590,41707.98709582,42595.62938433,11211028881.93,50276532,11211028881,1746616118,9967206683,4570171828
2022-02-13T00:00:00Z,42297.63591380,42744.90680405,41963.45619394,42134.38491048,18375992311.41,42281.37592278,42712.95677738,41971.85451510,42118.35662883,7001860898.04,36894009,7001860898,1906307559,6111526454,3319403389
2022-02-12T00:00:00Z,42456.72351487,43023.20644841,41826.94247454,42305.50412242,22869962522.13,42440.43372335,42998.45487583,41855.22327455,42294.98409666,9157349407.37,52953999,9157349407,2563162999,7617931554,3478564561
2022-02-11T00:00:00Z,43568.17280523,43885.14769729,42098.77010305,42487.66399943,34882385491.13,43555.71178169,43833.03006897,42089.02192601,42464.41031092,15031371719.43,66827967,15031371719,4152396521,11225599665,4406189617
2022-02-10T00:00:00Z,44446.42966318,45761.28001986,43308.46346447,43582.57673333,44136798408.41,44429.46590955,45710.25177752,43310.49008457,43571.40847580,19066650096.90,86634276,19066650096,4303438552,15542081378,5137994103
2022-02-09T00:00:00Z,44123.07419037,44827.10027417,43325.37823035,44432.30543137,30307980281.43,44113.97675453,44791.38780928,43362.57930653,44413.09060028,12394402848.84,68006441,12394402848,3406728104,10317663914,4121178972
2022-02-08T00:00:00Z,43897.99603322,45474.50408888,42838.88725139,44134.10414838,44427555345.05,43873.43340695,45385.45219003,42834.63040558,44118.66967363,18991314446.98,102574292,18991314446,4346550943,15532496748,5454618912
2022-02-07T00:00:00Z,42404.04311474,44487.07372944,41857.25743908,43881.46955920,36548056307.58,42369.26407259,44448.67502251,41876.08664854,43863.95251560,16030282657.60,81800640,16030282657,3449636214,12476483418,4509853375
2022-02-06T00:00:00Z,41429.01229877,42623.62822377,41236.75007358,42399.02094194,20133509549.34,41398.43900277,42566.41695177,41233.09273002,42359.71179083,7668238459.56,54964226,7668238459,1911580946,7227436693,3271289223
2022-02-05T00:00:00Z,41615.33540145,41874.30682444,41058.78318465,41431.47524494,23928526759.45,41597.35601731,41827.15128423,41062.11100469,41402.91375067,9652871916.16,61374187,9652871916,2399513813,8269574518,3545192323
2022-02-04T00:00:00Z,37371.92706918,41689.38486229,37335.78922314,41614.14342720,40085485487.94,37354.35840093,41653.66002508,37354.35840093,41594.76660262,17993290027.14,83524548,17993290027,3433583361,13874394980,4700692570
2022-02-03T00:00:00Z,36979.79020145,37335.72153322,36379.46746041,37303.96631062,25667204307.84,36971.26567707,37329.47794384,36423.69669349,37308.44514078,9926315874.59,56037771,9926315874,2873079390,9545819018,3265952252
2022-02-02T00:00:00Z,38756.05538158,38756.05538158,36715.17943240,36966.29948911,25801841713.93,38748.17062503,38748.17062503,36725.22719291,36968.42561989,10527791002.47,64239132,10527791002,2685553910,9137193388,3387064280
2022-02-01T00:00:00Z,38521.87354426,39255.73799026,38207.59749929,38726.27041410,28116164416.62,38513.73028336,39237.55710535,38249.27906745,38730.34162912,11689016400.59,54303234,11689016400,2915698826,9987973427,3469172527
2022-01-31T00:00:00Z,37962.85009698,38668.50617027,36831.85691865,38434.88807320,27782127142.57,37951.10399387,38643.31737396,36861.53075019,38420.51442032,11615988377.65,61543406,11615988377,3023975308,9776852308,3303767740
2022-01-30T00:00:00Z,38248.49855539,38322.92243232,37502.13324718,37964.69756558,17992762969.15,38232.87232871,38277.68704531,37513.24181388,37950.72207025,6641551600.18,44971840,6641551600,2103981552,6438314565,2763943409
2022-01-29T00:00:00Z,37776.50385637,38713.81865566,37486.78737080,38233.34365261,21253850933.52,37765.47458098,38668.24926820,37496.58649904,38215.20243422,8525035680.16,50519169,8525035680,2114428529,7608240096,2955627458
2022-01-28T00:00:00Z,37235.22582363,37998.10296634,36408.18033426,37758.90159190,28888094657.94,37232.15233877,37977.27682347,36436.69340737,37749.72555542,12092939188.02,62301949,12092939188,2835555670,10351799710,3545498139
2022-01-27T00:00:00Z,36897.78251276,37285.14487959,35719.75448833,37285.14487959,35208773983.88,36890.31030009,37273.49612846,35730.99795217,37273.49612846,14851495048.04,67790324,14851495048,3101574853,13134469522,4053444235
2022-01-26T00:00:00Z,37042.87851833,38800.77395298,36467.49162946,36948.09811857,42893337968.07,37026.68804734,38723.86893910,36477.72917935,36941.12952677,18485094007.16,80408829,18485094007,2921120018,16194762767,5211952345
2022-01-25T00:00:00Z,36748.12299566,37575.23499062,35953.49155265,37045.81585360,35818722300.08,36751.64951488,37537.13410005,35982.32697577,37036.69048178,14701037151.18,60743810,14701037151,3428141640,13507439972,4121359725
2022-01-24T00:00:00Z,36340.58529858,37512.86367273,33341.89290549,36783.74587438,59146021909.46,36332.56284734,37455.23190386,33393.58576235,36772.69643331,27835897067.35,94132175,27835897067,3961620791,21741882997,5512488878
2022-01-23T00:00:00Z,35194.37421223,36568.48818988,34938.52386449,36359.58711981,36046319348.55,35185.31613073,36527.33323133,35006.42899238,36353.47032822,15599526560.42,67270137,15599526560,3060553805,13217846318,4101122525
2022-01-22T00:00:00Z,36535.87229058,36630.62261410,34254.49052575,35163.01460273,54533325118.20,36533.32383440,36567.59079777,34288.16488603,35156.86219911,23978959306.78,97930280,23978959306,4165458232,20882962243,5408015054
2022-01-21T00:00:00Z,40749.00473451,40838.75032864,35622.21746015,36556.82687231,59720301299.22,40743.12345788,40762.02809618,35670.24430234,36560.17513804,27096850331.87,102398726,27096850331,4460416347,22337260690,5723375203
2022-01-20T00:00:00Z,41753.55437860,43376.77001908,40626.16508419,40755.21223805,33129207817.60,41729.33546011,43288.72519849,40647.29738815,40740.33852930,13839194086.28,64289492,13839194086,2853483566,12410790883,3961449789
2022-01-19T00:00:00Z,42419.16832526,42492.69134578,41218.76050570,41699.01776703,31285188432.65,42405.28684493,42444.91561801,41213.88232431,41682.55867185,13131666707.30,52207656,13131666707,2988276927,11399251756,3713785385
2022-01-18T00:00:00Z,42286.66196057,42734.53152472,41539.21562116,42501.99490680,28100559183.66,42270.70085791,42685.79358007,41541.95710376,42484.49814702,11563752901.04,47024911,11563752901,2683359801,9911146673,3895274895
2022-01-17T00:00:00Z,43145.20546634,43145.20546634,41717.20839792,42277.71531700,25063959097.89,43115.74979222,43115.74979222,41717.30339760,42253.10730730,9946340785.15,45617348,9946340785,2416948466,8777675641,3877376856
2022-01-16T00:00:00Z,43155.33759481,43482.45112984,42829.73449721,43138.13392149,21099212626.55,43121.74688282,43425.29016048,42848.23137724,43108.45848398,7782145264.53,38178108,7782145264,1957216510,7655222883,3666449859
2022-01-15T00:00:00Z,43139.07017952,43787.17413572,42719.28268527,43153.99769973,21604130397.44,43105.36066822,43711.27957135,42711.67005738,43107.71768899,7725025470.71,37649875,7725025470,2065750442,7862407964,3913296644
2022-01-14T00:00:00Z,42649.33795436,43502.62156028,41972.17739318,43164.31309967,29453747760.95,42626.66659609,43447.91114172,41971.21752470,43131.81778395,11458654758.36,46208028,11458654758,2852174073,10516139220,4580571680
2022-01-13T00:00:00Z,43990.52847242,44373.58042100,42528.51728702,42712.12273336,30567698900.36,43972.80444379,44335.20410576,42556.25796781,42715.44202334,12128457772.28,54969347,12128457772,2756279046,11031624924,4596367809
2022-01-12T00:00:00Z,42810.96068611,44174.41190845,42655.46376309,43841.71314492,31594787201.15,42784.18721205,44088.58559392,42681.48943343,43791.08938519,12504084531.29,66620136,12504084531,2644813871,11721832543,4657436118
2022-01-11T00:00:00Z,41914.65368856,43102.50123705,41586.69855613,42753.96925046,34111148813.35,41906.28383116,43072.28186954,41656.27060928,42738.29423030,14384938181.11,55981068,14384938181,2640289119,12420436375,4609504069
2022-01-10T00:00:00Z,41980.37342986,42257.32420986,39931.43189005,41936.68882381,42763729187.70,41971.52734297,42206.90858920,39955.16624635,41916.95060149,18181351289.53,60837452,18181351289,3708952693,15289591479,5522996272
2022-01-09T00:00:00Z,41804.76973686,42758.27995146,41459.58896272,41965.53405137,25908742141.46,41795.93436744,42714.14232999,41494.17318912,41957.85334114,9990498712.16,42185993,9990498712,2852099220,8635639246,4388318968
2022-01-08T00:00:00Z,41671.87258290,42203.08125512,40807.28275769,41813.45635408,33243220556.04,41658.26683915,42111.75366852,40853.32617899,41801.45708595,13037890959.65,50654218,13037890959,3289388640,11931223604,4934063133
2022-01-07T00:00:00Z,43179.39119262,43179.39119262,40784.80215350,41627.32944417,48012211416.75,43160.05055105,43160.05055105,40842.94077028,41629.97511743,20657917182.93,66855327,20657917182,4022654773,17321398276,5943385855
2022-01-06T00:00:00Z,43572.77626195,43749.28834894,42717.07588705,43193.42566115,37017061021.13,43556.47476067,43691.30299176,42755.67573077,43183.30256926,14911546326.27,63763089,14911546326,3864203017,12869824059,5307724528
2022-01-05T00:00:00Z,45915.16348983,47000.15908218,42799.32159814,43615.28973459,47600264040.57,45886.59877611,46931.56751311,42864.62674137,43625.54428871,19868055501.07,73473128,19868055501,3901381488,17533383876,6223970046
2022-01-04T00:00:00Z,46542.63982997,47525.29682508,45796.64509035,45986.53908051,36574381944.68,46523.96923975,47476.15840013,45822.74985696,45981.16041759,14657091596.60,63408778,14657091596,3723973600,12984203455,5145704513
2022-01-03T00:00:00Z,47356.92270155,47546.25654080,45985.02282788,46540.38511203,30415265484.76,47311.69548934,47437.04783448,45984.27031826,46471.16716585,11449235069.93,57150973,11449235069,3148836105,10788203582,4971839753
2022-01-02T00:00:00Z,47805.48152357,48005.42890690,46892.38616734,47397.52067990,25500246938.49,47768.52392897,47933.90981997,46918.12468467,47363.78624520,8911942474.30,51486393,8911942474,2817490835,9168844539,4550482695
2022-01-01T00:00:00Z,46301.39958442,47975.31166520,46301.39958442,47797.64793837,26445579937.27,46268.40518905,47928.52805937,46268.40518905,47762.78001498,9287993056.99,48388159,9287993056,3116172714,9487461143,4505564863
2021-12-31T00:00:00Z,47161.75092035,48480.94059421,45845.06470733,46279.79382533,37465818756.72,47123.60581200,48414.84057306,45863.37196303,46261.56260923,15087348136.29,59991888,15087348136,3808185148,13217088262,5293205321
2021-12-30T00:00:00Z,46564.16477270,47991.39494834,46197.99152509,47280.77803455,33477005287.38,46541.06459886,47974.24406952,46228.73175941,47281.20576390,13006587106.00,54088549,13006587105,3636982898,11493576811,5285769921
2021-12-29T00:00:00Z,47706.78960777,48228.52539080,46389.65968144,46742.34907418,37338283571.32,47688.03439698,48213.36949144,46422.78060640,46767.97187727,15527675402.78,51402082,15527675402,2783591686,13246925046,5728689352
2021-12-28T00:00:00Z,50801.80263279,50801.80263279,47589.87922915,47763.77903754,43034872133.76,50764.66025030,50764.66025030,47611.22605938,47765.85500503,18301403839.43,56744235,18301403839,3007451443,15465140883,6204131731
2021-12-27T00:00:00Z,51044.40653591,52213.59543343,50824.34005565,51022.44387590,31863603663.79,51039.21265333,52182.94307605,50858.15319770,51040.23184940,12557762061.72,51248736,12557762061,2349541127,11202373661,5702678076
2021-12-26T00:00:00Z,50782.02877128,51431.51506905,49992.53585652,51056.42181958,27818897831.58,50776.59507408,51380.44752798,50052.98670555,51040.54968958,10428002880.63,47829400,10428002880,1964963579,10262425742,5115676228
2021-12-25T00:00:00Z,51295.24819598,51469.98014120,50730.76807017,50790.57035897,24084927433.70,51297.59376251,51425.22697454,50778.18822344,50778.18822344,8590187077.28,44191665,8590187077,1356942704,9230185783,4863420202
2021-12-24T00:00:00Z,50967.67510098,51870.89309186,50729.36624950,51064.55389959,32057815211.45,50936.66570450,51804.63204783,50744.95772973,51048.32961540,12686072036.46,56612294,12686072036,1760304941,11943661729,5611164208
2021-12-23T00:00:00Z,48870.60484356,51173.41344385,48264.82736965,50784.25199734,36975740753.20,48887.18661114,51072.70621315,48246.55033496,50712.77971427,15739574908.64,60505940,15739574908,2058487636,13204241960,5912930307
2021-12-22T00:00:00Z,49244.08705425,49512.70807029,48744.80040892,48744.80040892,30170011638.97,49284.76322099,49459.62455961,48741.58616381,48741.58616381,12051438991.62,50797629,12051438991,2075649883,10894476304,5097648829
2021-12-21T00:00:00Z,47143.12512288,49264.38583744,46939.53892844,48945.26740960,46597133426.95,47133.85452905,49190.40870312,46942.77664301,48900.78056341,14189318963.83,60565921,14189318963,2598536579,24064404316,5684307644
2021-12-20T00:00:00Z,46854.17626124,46912.48968354,45235.61382186,46386.65098994,38910251853.58,46833.68682880,46833.68682880,45133.77827099,46251.69460438,16761731894.75,51069433,16761731894,3440545332,13105357755,5551547437
2021-12-19T00:00:00Z,46954.50728794,48385.11460854,46688.35428113,46886.80405846,32543769219.49,46923.25243787,48333.41784222,46710.03106217,46877.34974383,12544386940.05,46662036,12544386940,2660067232,12185593864,5107059146
2021-12-18T00:00:00Z,46264.83307942,47409.36848009,45872.86792878,46958.69324713,31887939326.92,46233.13526596,47360.16428365,45895.29637581,46925.94578427,12390552796.71,43801413,12390552796,2509994127,11412580061,5531010928
2021-12-17T00:00:00Z,47677.77661851,48137.40114696,46030.69005673,46469.64439398,42657863872.76,47676.82722324,48121.26715610,46082.40106409,46469.96201810,18644642167.97,59416030,18644642167,2832771478,14823561294,6297472901
2021-12-16T00:00:00Z,48922.38608478,49285.99718683,47793.03542283,47820.14724033,32834773762.65,48930.36738597,49270.20380424,47853.03890454,47860.14957525,13612661596.11,58009849,13612661596,2461211716,11274612959,5428277641
2021-12-15T00:00:00Z,48417.50034996,49490.67367936,47167.59065235,48981.01631099,47776677829.83,48431.73089750,49503.15699780,47266.53445057,49011.73094017,20975562986.15,65506376,20975562986,3461085764,16575981592,6698541110
2021-12-14T00:00:00Z,46844.84309824,48757.17366681,46693.71355308,48537.10268362,41747340846.54,46871.57917218,48781.12138540,46785.09242645,48585.26796854,17758339824.61,63126514,17758339824,3544773666,14402049816,5979051023
2021-12-13T00:00:00Z,50157.59252466,50157.59252466,45972.63528404,46875.92664565,43965885410.79,50170.07647825,50170.07647825,46019.86183030,46901.29228222,18887363195.05,65204570,18887363195,3589026219,15037488066,6386803358
2021-12-12T00:00:00Z,49582.08976183,50786.91090575,48952.27663561,50175.62776113,27932456616.93,49604.28360815,50781.49625995,48994.59098256,50184.71607645,10630034882.82,51211846,10630034882,2406323714,9520944881,5323941291
2021-12-11T00:00:00Z,47374.51818847,49583.80866970,47219.46109919,49552.42836726,34520376050.21,47413.91382460,49597.88256871,47300.91801685,49579.12265885,13220258329.75,53369843,13220258329,3086065527,12445655394,5715026955
2021-12-10T00:00:00Z,47716.45776129,49966.15210122,47136.88346745,47381.05093172,43333553339.15,47740.68112813,49934.64340066,47204.45544306,47430.44898429,17057544315.43,65761171,17057544315,3273536981,16142880225,6793830644
2021-12-09T00:00:00Z,50606.50420352,50682.93176292,47594.70966724,47789.92869315,39124085958.23,50627.30697988,50656.09557915,47623.70368065,47809.67079434,16147442323.69,71362144,16147442323,2947173041,13555392446,6402716002
2021-12-08T00:00:00Z,50767.14913624,51197.08338017,49170.20236537,50584.16644320,37483333886.15,50796.44089656,51200.64452264,49294.83155330,50620.17414382,14620422601.46,75543472,14620422601,2860339645,13453194351,6473833814
2021-12-07T00:00:00Z,50609.06900836,51779.04035942,50257.74082558,50691.84354678,41169410571.00,50634.01763124,51763.63868352,50300.45111966,50705.43272332,18032804792.15,75995135,18032804792,3124704884,13305630072,6630275685